ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
ABBV,5/21/2015,65.45,65.805,64.87,65.65,10553421,0,1,60.67308162,61.00217168,60.13541337,60.85848447,10553421
ABBV,5/22/2015,65.48,65.87,65.31,65.48,14041469,0,1,60.70089205,61.0624276,60.54329963,60.70089205,14041469
ABBV,5/26/2015,65.72,67,65.66,66.1,21033826,0,1,60.92337547,62.10995369,60.86775461,61.27564088,21033826
ABBV,5/27/2015,66.75,67.99,66.57,67.38,40778841,0,1,61.87820013,63.02769778,61.71133757,62.4622191,40778841
ABBV,5/28/2015,67.42,67.53,66.63,67.47,12891458,0,1,62.49929967,62.60127123,61.76695842,62.54565038,12891458
ABBV,5/29/2015,67.22,67.515,66.39,66.59,9450784,0,1,62.31389682,62.58736602,61.544475,61.72987785,9450784
ABBV,6/1/2015,66.8,67.26,66.26,66.93,12427034,0,1,61.92455084,62.35097739,61.42396315,62.04506269,12427034
ABBV,6/2/2015,66.7,67.23,66.33,66.62,11133752,0,1,61.83184942,62.32316696,61.48885415,61.75768828,11133752
ABBV,6/3/2015,66.9,67.3,66.62,67.01,20804007,0,1,62.01725226,62.38805796,61.75768828,62.11922383,20804007
ABBV,6/4/2015,66.55,67.87,66.52,67.42,10539019,0,1,61.69279728,62.91645607,61.66498686,62.49929967,10539019
ABBV,6/5/2015,66.98,67.755,66.62,67.4,8908863,0,1,62.0914134,62.80984943,61.75768828,62.48075938,8908863
ABBV,6/8/2015,67.86,68.2,67.53,67.79,10276716,0,1,62.90718593,63.22237077,62.60127123,62.84229493,10276716
ABBV,6/9/2015,67.52,68.08,67.51,67.67,8132783,0,1,62.59200109,63.11112906,62.58273095,62.73105322,8132783
ABBV,6/10/2015,67.66,68.44,67.54,68.24,7349344,0,1,62.72178308,63.44485418,62.61054137,63.25945134,7349344
ABBV,6/11/2015,68.67,68.67,67.65,68.04,7552238,0,1,63.65806746,63.65806746,62.71251294,63.07404849,7552238
ABBV,6/12/2015,67.89,67.93,66.59,67.05,8249850,0,1,62.93499636,62.97207693,61.72987785,62.1563044,8249850
ABBV,6/15/2015,66.66,67.05,66.1,66.91,7028434,0,1,61.79476885,62.1563044,61.27564088,62.02652241,7028434
ABBV,6/16/2015,66.72,67.4,66.62,66.77,5201034,0,1,61.8503897,62.48075938,61.75768828,61.89674041,5201034
ABBV,6/17/2015,66.97,67.99,66.88,67.77,7377100,0,1,62.08214326,63.02769778,61.99871198,62.82375465,7377100
ABBV,6/18/2015,67.79,69.07,67.79,68.98,9078824,0,1,62.84229493,64.02887315,62.84229493,63.94544187,9078824
ABBV,6/19/2015,68.5,69.75,68.5,69.48,9960684,0,1,63.50047504,64.65924283,63.50047504,64.40894899,9960684
ABBV,6/22/2015,69.85,70.6,69.73,70.12,9907831,0,1,64.75194426,65.44720493,64.64070255,65.0022381,9907831
ABBV,6/23/2015,70.01,70.49,69.565,70.02,8720018,0,1,64.90026653,65.34523336,64.4877452,64.90953667,8720018
ABBV,6/24/2015,70.52,70.75,69.03,69.22,9308199,0,1,65.37304379,65.58625707,63.99179258,64.16792529,9308199
ABBV,6/25/2015,69.67,70.38,69.29,69.82,6191194,0,1,64.58508169,65.2432618,64.23281628,64.72413383,6191194
ABBV,6/26/2015,69.95,70.6,69.68,70.46,9669293,0,1,64.84464568,65.44720493,64.59435184,65.31742294,9669293
ABBV,6/29/2015,69.27,70.02,67.08,67.18,12057061,0,1,64.214276,64.90953667,62.18411483,62.27681625,12057061
ABBV,6/30/2015,68,68.22,66.66,67.19,11625858,0,1,63.03696792,63.24091105,61.79476885,62.28608639,11625858
ABBV,7/1/2015,67.9,68.6,67.68,68.51,7694912,0,1,62.9442665,63.59317646,62.74032337,63.50974518,7694912
ABBV,7/2/2015,68.68,68.9,67.79,68.21,6245709,0,1,63.6673376,63.87128073,62.84229493,63.23164091,6245709
ABBV,7/6/2015,67.53,69.001,67.49,68.22,17029081,0,1,62.60127123,63.96490917,62.56419066,63.24091105,17029081
ABBV,7/7/2015,68.42,68.79,67.32,68.56,7821618,0,1,63.4263139,63.76930917,62.40659824,63.55609589,7821618
ABBV,7/8/2015,67.79,68.44,67.58,67.66,5027199,0,1,62.84229493,63.44485418,62.64762194,62.72178308,5027199
ABBV,7/9/2015,68.48,68.92,67.8,67.97,6516775,0,1,63.48193475,63.88982102,62.85156508,63.00915749,6516775
ABBV,7/10/2015,68.94,69.5,68.53,69.23,6891365,0,1,63.9083613,64.42748927,63.52828547,64.17719543,6891365
ABBV,7/13/2015,69.42,69.7,69.17,69.57,5507019,0.51,1,64.82508604,65.08655282,64.59163355,64.96515753,5507019
ABBV,7/14/2015,69.71,70.52,69.4,69.8,6628119,0,1,65.09589092,65.85227697,64.80640984,65.17993382,6628119
ABBV,7/15/2015,69.81,70.04,69.31,69.75,16761434,0,1,65.18927191,65.4040482,64.72236694,65.13324332,16761434
ABBV,7/16/2015,70.14,70.3,69.83,69.99,6844740,0,1,65.49742919,65.64683879,65.20794811,65.3573577,6844740
ABBV,7/17/2015,69.99,70.125,69.7,69.99,6141226,0,1,65.3573577,65.48342205,65.08655282,65.3573577,6141226
ABBV,7/20/2015,70,71.11,69.86,70.8,9633007,0,1,65.3666958,66.40322484,65.23596241,66.11374376,9633007
ABBV,7/21/2015,70.81,71.6,70.22,70.54,5027443,0,1,66.12308185,66.86079171,65.57213399,65.87095317,5027443
ABBV,7/22/2015,70.26,70.65,70.03,70.56,5702116,0,1,65.60948639,65.97367226,65.3947101,65.88962937,5702116
ABBV,7/23/2015,70.25,70.93,70.135,70.52,5636576,0,1,65.60014829,66.23513905,65.49276014,65.85227697,5636576
ABBV,7/24/2015,67.53,69.015,67.35,68.08,13494900,0,1,63.06018525,64.44689301,62.89209946,63.57378072,13494900
ABBV,7/27/2015,68.46,70.96,68.46,69.34,12841481,0,1,63.9286285,66.26315335,63.9286285,64.75038124,12841481
ABBV,7/28/2015,69.5,71.44,69.08,71.23,10098080,0,1,64.89979083,66.71138212,64.50759066,66.51528203,10098080
ABBV,7/29/2015,71.29,71.51,70.74,70.77,6793252,0,1,66.57131063,66.77674881,66.05771516,66.08572946,6793252
ABBV,7/30/2015,70.86,70.88,69.27,70.16,6820441,0,1,66.16977235,66.18844855,64.68501455,65.51610539,6820441
ABBV,7/31/2015,70.38,70.38,69.73,70.01,6181288,0,1,65.72154358,65.72154358,65.11456712,65.3760339,6181288
ABBV,8/3/2015,70.19,70.79,69.275,69.73,9872039,0,1,65.54411969,66.10440566,64.6896836,65.11456712,9872039
ABBV,8/4/2015,70.04,70.39,69.674,69.95,5410932,0,1,65.4040482,65.73088168,65.06227376,65.32000531,5410932
ABBV,8/5/2015,70.1,70.64,70.05,70.3,10048179,0,1,65.4600768,65.96433416,65.4133863,65.64683879,10048179
ABBV,8/6/2015,70.37,70.78,68.8,69.24,6172233,0,1,65.71220548,66.09506756,64.24612388,64.65700025,6172233
ABBV,8/7/2015,69.08,69.3,67.77,68.62,6214464,0,1,64.50759066,64.71302885,63.28429964,64.07803809,6214464
ABBV,8/10/2015,68.92,69.43,68.5003,69.21,8189425,0,1,64.35818107,64.83442414,63.96626104,64.62898595,8189425
ABBV,8/11/2015,68.5,69.29,67.94,68.25,7473179,0,1,63.96598089,64.70369075,63.44304733,63.73252841,7473179
ABBV,8/12/2015,67.83,68.92,67.24,68.75,8575110,0,1,63.34032823,64.35818107,62.78938037,64.19943338,8575110
ABBV,8/13/2015,68.68,69.09,68.21,68.54,7168834,0,1,64.13406668,64.51692876,63.69517601,64.00333329,7168834
ABBV,8/14/2015,68.56,69.44,68.4103,68.65,5864797,0,1,64.02200949,64.84376224,63.88221814,64.10605238,5864797
ABBV,8/17/2015,68.71,69.82,68.3001,69.37,17669881,0,1,64.16208098,65.19861001,63.77931229,64.77839554,17669881
ABBV,8/18/2015,69.42,69.74,68.67,68.86,6376384,0,1,64.82508604,65.12390522,64.12472858,64.30215247,6376384
ABBV,8/19/2015,68.75,69.0798,68.21,68.59,6270239,0,1,64.19943338,64.5074039,63.69517601,64.05002379,6270239
ABBV,8/20/2015,68,68.43,67.48,67.48,9600934,0,1,63.49907592,63.9006142,63.01349475,63.01349475,9600934
ABBV,8/21/2015,66.74,67.16,65.83,65.9,16276961,0,1,62.3224754,62.71467557,61.47270835,61.53807505,16276961
ABBV,8/24/2015,61.17,64.85,53.87,63.45,24292518,0,1,57.12115403,60.55757461,50.30434147,59.2502407,24292518
ABBV,8/25/2015,65.11,65.12,60.65,60.71,15264862,0,1,60.8003652,60.8097033,56.63557286,56.69160146,15264862
ABBV,8/26/2015,62.47,63.22,60.88,63.14,15276426,0,1,58.33510695,59.03546441,56.85034915,58.96075961,15276426
ABBV,8/27/2015,64,64.6,63,64.51,12591626,0,1,59.76383616,60.32412213,58.83002622,60.24007923,12591626
ABBV,8/28/2015,64.45,64.78,63.44,63.98,7316211,0,1,60.18405064,60.49220792,59.2409026,59.74515996,7316211
ABBV,8/31/2015,64.17,64.31,62.2545,62.41,15580921,0,1,59.92258385,60.05331724,58.13387091,58.27907836,15580921
ABBV,9/1/2015,61.33,61.63,60.16,60.5,12703178,0,1,57.27056362,57.5507066,56.17800599,56.49550137,12703178
ABBV,9/2/2015,61.18,61.6,60.28,60.98,12044504,0,1,57.13049213,57.52269231,56.29006319,56.94373014,12044504
ABBV,9/3/2015,61.45,62.28,61.35,61.58,11777372,0,1,57.38262082,58.15768307,57.28923982,57.50401611,11777372
ABBV,9/4/2015,60.65,60.8,58.9638,59.77,9281556,0,1,56.63557286,56.77564435,55.06098254,55.81382012,9281556
ABBV,9/8/2015,60.22,60.94,59.91,60.57,9263153,0,1,56.23403459,56.90637775,55.94455351,56.56086807,9263153
ABBV,9/9/2015,61.52,61.52,59.11,59.26,8436873,0,1,57.44798751,57.44798751,55.19750556,55.33757705,8436873
ABBV,9/10/2015,59.36,60.13,58.89,59.58,9306601,0,1,55.43095804,56.14999169,54.99206737,55.63639623,9306601
ABBV,9/11/2015,59.62,59.76,58.97,59.35,9365126,0,1,55.67374863,55.80448202,55.06677216,55.42161994,9365126
ABBV,9/14/2015,59.43,59.62,57.54,58.94,9095647,0,1,55.49632474,55.67374863,53.73142395,55.03875787,9095647
ABBV,9/15/2015,58.98,59.44,58.37,59.2,10474719,0,1,55.07611026,55.50566284,54.5064862,55.28154845,10474719
ABBV,9/16/2015,59.5,59.64,58.625,59.51,8044172,0,1,55.56169143,55.69242482,54.74460774,55.57102953,8044172
ABBV,9/17/2015,59.56,60.92,59.39,59.86,10281713,0,1,55.61772003,56.88770155,55.45897234,55.89786301,10281713
ABBV,9/18/2015,59.42,61.83,58.97,61.22,28957042,0,1,55.48698664,57.73746859,55.06677216,57.16784453,28957042
ABBV,9/21/2015,61.24,61.74,59.285,59.39,11036805,0,1,57.18652073,57.6534257,55.3609223,55.45897234,11036805
ABBV,9/22/2015,58.17,58.26,56.91,57.74,14191808,0,1,54.31972421,54.40376711,53.14312369,53.91818594,14191808
ABBV,9/23/2015,57.9,58.4,57.15,57.43,9827049,0,1,54.06759553,54.5345005,53.36723807,53.62870486,9827049
ABBV,9/24/2015,56.93,57.48,55.92,56.57,8625466,0,1,53.16179989,53.67539535,52.21865185,52.82562831,8625466
ABBV,9/25/2015,57.84,57.88,55.08,55.74,8673385,0,1,54.01156693,54.04891933,51.4342515,52.05056606,8673385
ABBV,9/28/2015,55.39,55.43,52.3401,52.5,15000639,0,1,51.72373258,51.76108498,48.87570564,49.02502185,15000639
ABBV,9/29/2015,53.1,54.19,51.88,52.79,12842820,0,1,49.58530782,50.60316065,48.44605969,49.29582673,12842820
ABBV,9/30/2015,53.54,54.5,53.36,54.41,11777177,0,1,49.99618419,50.89264173,49.8280984,50.80859884,11777177
ABBV,10/1/2015,54.68,55.23,53.93,55.13,9255780,0,1,51.06072752,51.57432299,50.36037007,51.48094199,9255780
ABBV,10/2/2015,53.87,55.85,53.72,55.82,6942567,0,1,50.30434147,52.15328515,50.16426998,52.12527085,6942567
ABBV,10/5/2015,56.39,56.95,55.44,56.68,9330952,0,1,52.65754252,53.18047609,51.77042308,52.9283474,9330952
ABBV,10/6/2015,56.26,56.67,53.96,55.08,9008241,0,1,52.53614723,52.9190093,50.38838436,51.4342515,9008241
ABBV,10/7/2015,54.85,56.55,53.91,55.63,11075147,0,1,51.21947521,52.80695211,50.34169387,51.94784696,11075147
ABBV,10/8/2015,55.13,56.16,54.8,56.04,6737334,0,1,51.48094199,52.44276623,51.17278471,52.33070904,6737334
ABBV,10/9/2015,56.18,56.5,55.47,55.64,7178537,0,1,52.46144243,52.76026161,51.79843737,51.95718506,7178537
ABBV,10/12/2015,55.8,56.27,55.52,55.77,6515047,0,1,52.10659465,52.54548533,51.84512787,52.07858036,6515047
ABBV,10/13/2015,55.17,55.36,53.705,53.8,9467938,0.51,1,52.00666484,52.18577063,50.62566495,50.71521784,9467938
ABBV,10/14/2015,54.09,54.62,53.565,53.94,8727377,0,1,50.98858984,51.48820072,50.49369226,50.84719053,8727377
ABBV,10/15/2015,54.32,56.2,53.85,56.14,7781605,0,1,51.20540211,52.97760674,50.76235095,52.92104702,7781605
ABBV,10/16/2015,56.29,56.97,55.7902,56.53,7342847,0,1,53.06244633,53.70345652,52.59130384,53.28868522,7342847
ABBV,10/19/2015,56.29,56.7,55.685,56.16,6463038,0,1,53.06244633,53.44893776,52.49213579,52.93990026,6463038
ABBV,10/20/2015,56.15,56.3799,54.63,54.83,6494588,0,1,52.93047364,53.14719165,51.49762734,51.68615975,6494588
ABBV,10/21/2015,55.28,55.61,53.07,53.83,11756513,0,1,52.11035767,52.42143614,50.02707455,50.74349771,11756513
ABBV,10/22/2015,53.88,54.44,45.45,48.27,46499249,0,1,50.79063081,51.31852155,42.8439898,45.50229675,46499249
ABBV,10/23/2015,49.41,51.73,48.64,50.34,26214800,0,1,46.57693148,48.76390742,45.85108171,47.45360718,26214800
ABBV,10/26/2015,50.17,52.4775,49.35,51.87,13890440,0,1,47.29335463,49.46854729,46.52037176,48.8958801,13890440
ABBV,10/27/2015,52.01,53.49,52.01,52.58,11710809,0,1,49.02785279,50.42299261,49.02785279,49.56517015,11710809
ABBV,10/28/2015,52.82,53.8414,52.08,53.26,7868971,0,1,49.79140904,50.75424405,49.09383913,50.20618034,7868971
ABBV,10/29/2015,53.2,55.18,53.02,54.1,9301078,0,1,50.14962062,52.01609146,49.97994145,50.99801646,9301078
ABBV,10/30/2015,57.87,60.73,57.66,59.55,27465631,0,1,54.55185235,57.24786579,54.35389332,56.13552458,27465631
ABBV,11/2/2015,61.6,64.2,61.44,63.38,17008651,0,1,58.06798177,60.51890308,57.91715584,59.7459202,17008651
ABBV,11/3/2015,63.12,63.72,61.92,62.43,8754366,0,1,59.50082807,60.0664253,58.36963362,58.85039126,8754366
ABBV,11/4/2015,62.43,64.15,62.3,63.8,10342539,0,1,58.85039126,60.47176998,58.7278452,60.14183826,10342539
ABBV,11/5/2015,63.7,64.18,61.69,62.77,10237169,0,1,60.04757206,60.50004984,58.15282135,59.17089636,10237169
ABBV,11/6/2015,62.25,64.3,62.13,64.13,7252142,0,1,58.6807121,60.61316928,58.56759265,60.45291673,7252142
ABBV,11/9/2015,63.62,64.13,63.11,63.23,8223290,0,1,59.97215909,60.45291673,59.49140145,59.6045209,8223290
ABBV,11/10/2015,63.33,63.62,62.2775,62.3,6897363,0,1,59.6987871,59.97215909,58.7066353,58.7278452,6897363
